# Prompts gerados por LLM a partir de combinações estratificadas
# 504 amostras | 72 por perfil | seed=123
# formato: prompt_id|perfil|include_accommodation|include_meals|prompt
53|A - Natureza & Aventura|False|True|Olá, estou a planear uma viagem de 21 dias para em Beja, com um orçamento aproximado de 440€ por pessoa. Temos um grupo de três pessoas com interesses em natureza, aventura e desporto ao ar livre, e gostamos de trilhos e paisagens naturais. Preferimos viajar a pé, mas também vamos levar em conta as pessoas com mobilidade reduzida do nosso grupo. Tratamos o alojamento por conta própria, então não precisamos de recomendações de hotéis ou apartamentos. Estou a procurar uma rota que nos permita aproveitar ao máximo a natureza da região sem esquecermos
23|A - Natureza & Aventura|False|False|"Olá a todos! Estamos a planear uma viagem de 7 dias a partir de São Miguel e vamos passar também por Setúbal. Gostaríamos de saber se há alguma sugestão de rota que combine natureza, aventura e desporto ao ar livre. O nosso orçamento é muito alto, até 2160€, o que nos permite escolher os melhores trilhos e paisagens naturais. Vamos a pé, então qualquer sugestão que inclua caminhadas é mais que bem-vinda! Temos interesse em explorar as belezas naturais de São Miguel e Setúbal, por isso gostaríamos de saber se há alg
48|A - Natureza & Aventura|True|True|Olá! Estamos a planejar uma viagem de 1 dia de Faro a Guarda, com um orçamento aproximado de 75€ por pessoa. Gostaríamos de explorar as belezas naturais da região, fazer trilhos e disfrutar de atividades ao ar livre. É possível fazer isso usando transportes públicos? Podemos alugar bicicletas ou ir a pé? Tem alguma sugestão de rota para nós?
73|A - Natureza & Aventura|True|False|"Olá, estou a procurar sugestões de rota para uma viagem de 12 dias em Portugal. Começamos em Santarém e gostaríamos de passar por Bragança durante os nossos dias de viagem. Temos um orçamento aproximado de 4050€ e vamos viajar de comboio. Estamos a viajar com crianças e também algumas pessoas com mobilidade reduzida, então seria ótimo se as sugestões tivessem em conta essas necessidades. Durante os 12 dias, gostaríamos de explorar a natureza, fazer atividades ao ar livre e trilhos, e aproveitar as paisagens natur
65|A - Natureza & Aventura|False|False|"Olá, estou a procurar sugestões de rota para uma viagem de 4 dias em Angra do Heroísmo com um grupo de amigos. Temos um orçamento médio-alto, até 468€, e vamos nos deslocar a pé. Estamos interessados em explorar a natureza, fazer trilhos, desporto ao ar livre e aproveitar as paisagens naturais que a ilha tem para oferecer. Alguém tem alguma sugestão de rota para nos guiarmos durante os 4 dias em Angra do Heroísmo? Não precisamos de ajuda para encontrar alojamento, já o teremos resolvido
11|A - Natureza & Aventura|False|True|Olá! Estamos a planear uma viagem de 9 dias para Bragança com um grupo de amigos e familiares. Temos pessoas com mobilidade reduzida no grupo, por isso estamos à procura de sugestões de rota que sejam acessíveis e seguras para todos. Queremos explorar a natureza e a aventura da região, com atividades ao ar livre como trilhos e paisagens naturais. Estamos dispostos a gastar até 600€ por pessoa e vamos nos responsabilizar pelo alojamento. Como vamos usar o transporte público, gostaríamos de saber quais são as melhores opções de autocarros e comboios para che
150|A - Natureza & Aventura|True|False|"Olá! Estou a procurar uma sugestão de rota para uma viagem de 9 dias em Faro. O nosso grupo é de seis pessoas e somos apaixonados por natureza, aventura e desporto ao ar livre. Gostaríamos de explorar trilhos e paisagens naturais incríveis. O nosso orçamento aproximado é de 5400€ e vamos utilizar o transporte público de ônibus. Além disso, gostaríamos de saber quais são as melhores opções para explorar a região de Faro, incluindo atividades ao ar livre e trilhos. Pode nos sugerir uma rota perfeita para explor
221|A - Natureza & Aventura|True|False|Olá, estou a planejar uma viagem de 2 dias para 8 pessoas, começando em Guarda e passando por Aveiro. Estamos interessados em explorar a natureza, praticar desporto ao ar livre e seguir trilhos de pedestre. Queremos aproveitar as paisagens naturais e sentir o ar fresco. Estamos dispostos a gastar um pouco mais, até 1170€ por grupo, para garantir uma experiência inesquecível. Estamos a pé, portanto não precisamos de transportes adicionais. Poderiam sugerir um roteiro para nos fazer experimentar a melhor da natureza em Portugal?
245|A - Natureza & Aventura|False|False|"Estamos a planear uma viagem de 5 dias a dois em Portugal, começando em Angra do Heroísmo e passando também por Porto. O nosso orçamento é muito reduzido, cerca de 3€ por dia, e vamos utilizar transportes públicos. Nós dois gostamos de natureza, aventura e desporto ao ar livre, e estamos à procura de trilhos e paisagens naturais para explorar. Viajamos com crianças, então as sugestões têm que ser fáceis de realizar e seguras para elas. Além disso, vamos tratar do alojamento por conta própria, por isso não precisamos de sugest
136|A - Natureza & Aventura|False|True|Olá! Estamos a planeiar uma viagem de 14 dias para Porto Santo em comboio, com um orçamento alto de até 900€. Viajamos com crianças, portanto, é fundamental que a nossa rota inclua atividades ao ar livre e trilhos para todos eles se divertirem. Além disso, gostaríamos de explorar a natureza e paisagens naturais da ilha. Já tratamos o alojamento por conta própria, então podemos escolher onde nos alojarmos. Gostaríamos de saber quais são as melhores sugestões de rota para nós, incluindo atividades ao ar livre, trilhos,
241|A - Natureza & Aventura|False|True|"Olá, estou a planear uma viagem de 21 dias pelo arquipélago dos Açores e Madeira, começando em Horta e passando também por Funchal. Como sou um viajante solitário, gosto de aventura e de desporto ao ar livre, e estou à procura de trilhos e paisagens naturais incríveis. Estou a pensar em usar o transporte de comboio para me deslocar entre os destinos. O meu orçamento é baixo-médio, aproximadamente até 150€ por dia. Quero uma rota que me permita explorar a natureza, mas também que seja adequada para crianças,
19|A - Natureza & Aventura|True|False|Estamos a planear uma viagem de 2 dias com um grupo de 10 pessoas, começando em Santarém e passando por Beja. Temos um orçamento aproximado de até 157€ e vamos viajar de carro. Pretendemos explorar a natureza, fazer trilhos e desporto ao ar livre nas paisagens naturais de Portugal. Viajamos com crianças e algumas pessoas do nosso grupo têm mobilidade reduzida. Não precisamos de sugestões de refeições, então podemos nos concentrar nas atividades e locais. Poderiam dar-nos sugestões de rota para que possamos aproveitar ao máximo estes 2 dias?
157|A - Natureza & Aventura|False|True|Olá! Estou a planear uma viagem de 7 dias a Angra do Heroísmo com um grupo de 4 pessoas e temos um orçamento muito reduzido de até 4€ por pessoa por dia. Pretendemos aproveitar a natureza e a aventura da ilha, fazer trilhos, desporto ao ar livre e explorar as paisagens naturais. Viajamos com crianças e também temos pessoas com mobilidade reduzida no grupo, portanto procuramos sugestões de rotas acessíveis e seguras para todos. Podemos utilizar o transporte público de autocarro. Podem sugerir-nos uma rota com alojamentos a preços
176|A - Natureza & Aventura|True|False|"Estamos a planeiar uma viagem de 2 dias a Leiria, com um orçamento aproximado de até 157€ por pessoa. Viajamos com 8 pessoas e gostaríamos de aproveitar o tempo ao ar livre, explorando a natureza e fazendo atividades de aventura ao mesmo tempo. É importante que as sugestões sejam acessíveis para pessoas com mobilidade reduzida e que também sejam adequadas para as crianças do grupo. Nossa ideia é usar o transporte público de ônibus, então gostaríamos que as sugestões incluíssem opções de transporte público. Queremos fazer trilhos, explorar paisagens natur
268|A - Natureza & Aventura|False|False|Olá a todos! Estamos a planear uma viagem de 5 dias a Ponta Delgada, em São Miguel, Açores, e precisamos da sua ajuda. Somos uma família de 10 pessoas, incluindo crianças, e temos algumas pessoas com mobilidade reduzida no nosso grupo. Pretendemos explorar a natureza, fazer atividades ao ar livre e desportivas, e desfrutar de paisagens naturais incríveis. Nós próprios vamos tratar do alojamento e não precisamos de sugestões de refeições. O nosso orçamento é médio-alto, até 684€. O transporte vai ser a pé, então
248|A - Natureza & Aventura|True|False|Olá!  Estamos planeando uma viagem de 12 dias a partir de Coimbra e passando por Aveiro. O nosso orçamento é muito alto, até 1530€, e vamos viajar em transportes públicos. Nós dois amamos a natureza e a aventura, então estamos à procura de sugestões de rota que nos permitam explorar trilhos, paisagens naturais e desporto ao ar livre.  Gostaríamos de saber se há alguma sugestão de rota que nos leve a lugares incríveis e emocionantes durante esses 12 dias, sem precisar de refeições incluídas. Podemos começar em
106|A - Natureza & Aventura|True|False|Estamos a planejar uma viagem de 2 dias, começando em Faro e passando por Porto Santo, com um orçamento total de até 31€ por pessoa. Temos pessoas com mobilidade reduzida no grupo, então precisamos de sugestões de rota que sejam acessíveis. Pretendemos explorar a natureza, fazer alguma aventura, praticar desportos ao ar livre e aproveitar as paisagens naturais. Podemos usar transportes públicos para nos deslocarmos. Alguém tem sugestões de rota para nós?
270|A - Natureza & Aventura|True|True|Olá a todos, estamos a planear uma viagem de 12 dias para Viana do Castelo com o grupo da família e precisamos da sua ajuda. Temos um orçamento aproximado de 4500€ até 4500€ e vamos a pé, pois queremos explorar as paisagens naturais e trilhos da região. No nosso grupo, temos crianças e pessoas com mobilidade reduzida, por isso precisamos de sugestões de rota que sejam acessíveis e seguras para todos. Nossos interesses incluem a natureza, a aventura, desporto ao ar livre e, obviamente, curtir a beleza da região
7|A - Natureza & Aventura|True|False|"Olá! Estamos planeando uma viagem de 4 dias no Alentejo e no Ribatejo, começando em Portalegre e passando por Santarém. O nosso orçamento aproximado é de 5400€, e preferimos usar transportes públicos. Nosso grupo de 8 pessoas está muito interessado em explorar a natureza, prática de aventuras e desportos ao ar livre, trilhos, paisagens naturais... Seria incrível conhecer sugestões de rota que nos permitissem aproveitar ao máximo essas atividades durante 4 dias! Pode nos ajudar a criar uma programação perfeita?"
204|A - Natureza & Aventura|True|False|"Olá, estou a procurar sugestões de rota para uma viagem de 4 dias a Guarda. Somos um grupo de 10 pessoas com uma grande variedade de interesses, mas principalmente estamos ligados à natureza, aventura e desporto ao ar livre. Gostaríamos de explorar trilhos e paisagens naturais incríveis. O nosso orçamento é muito alto, até 1710€, e vamos viajar de comboio. Além disso, a nossa viagem inclui crianças e pessoas com mobilidade reduzida, por isso gostaríamos de evitar caminhadas difíceis e optar por opções mais acessíveis
263|A - Natureza & Aventura|False|False|"Olá, estou a planear uma viagem de 3 dias para Santarém com o meu grupo de amigos e estamos à procura de sugestões de rota para aproveitar ao máximo a natureza e o desporto ao ar livre da região. Nossa prioridade é encontrar trilhos e paisagens naturais que sejam acessíveis para todos, incluindo pessoas com mobilidade reduzida. Além disso, estamos a trabalhar com um orçamento baixo-médio de aproximadamente 135€ por pessoa e vamos utilizar o transporte público em autocarro. Não precisamos de sugestões de alojamento ou refeições, pois vamos tratá-las por
223|A - Natureza & Aventura|False|True|"Olá a todos! Estamos a planear uma viagem de 7 dias a Lisboa com um grupo de 5 pessoas, incluindo crianças. Durante esses dias, gostaríamos de explorar a cidade a pé, aproveitando as paisagens naturais e desportos ao ar livre. Nos interessa muito a natureza e gostaríamos de percorrer alguns trilhos e caminhos que nos permitam apreciar as belas vistas da cidade. O nosso orçamento é muito baixo, aproximadamente até 70€ por pessoa. Tratamos também o alojamento por conta própria. Poderíamos obter algumas sugestões de ro
276|A - Natureza & Aventura|False|False|"Olá! Estamos a planear uma viagem de 12 dias em comboio, começando em Aveiro e passando pelo Porto, durante o qual queremos explorar a natureza, fazer desporto ao ar livre e seguir trilhos. O grupo é composto por 5 pessoas, incluindo crianças e pessoas com mobilidade reduzida, e vamos tratar de alojamento por conta própria, pois não precisamos de sugestões de refeições. O orçamento aproximado é de até 468€ por pessoa, considerando um estilo de vida médio-alto. Seria incrível se alguém pudesse sugerir uma rota que inclua a nossa
249|A - Natureza & Aventura|True|True|Estamos a planejar uma viagem de 9 dias a partir de Angra do Heroísmo, com destino a Castelo Branco, num grupo de 3 pessoas, incluindo crianças e pessoas com mobilidade reduzida. Temos um orçamento muito alto, até 2750€, e vamos viajar de carro. Gostaríamos de explorar a natureza, fazer atividades ao ar livre, trilhos e paisagens naturais. Por favor, sugestão de rota para uma viagem emocionante e acessível para todos, considerando as nossas necessidades especiais.
267|A - Natureza & Aventura|False|False|"Olá! Estamos a planear uma viagem de 10 dias, a começar em Braga e a passar por Viseu. Somos um grupo de 4 pessoas, com um gostinho por natureza, aventura e desporto ao ar livre. Estamos a procurar sugestões de rota que nos permitam explorar trilhos, paisagens naturais e ter uma experiência única sem sair do nosso orçamento, que é médio, ou seja, até 225€ por pessoa. Pretendemos utilizar transportes públicos para nos deslocarmos de um lugar para o outro. Além disso, temos pessoas com mobilidade reduzida no grupo
215|A - Natureza & Aventura|False|True|Olá!  Estamos a planear uma viagem de 4 dias a partir de Funchal, com destino a Horta, e estamos à procura de sugestões de rota. Nós somos um grupo de três pessoas e gostaríamos de explorar a natureza, fazer aventuras ao ar livre e desporto, e percorrer trilhos e paisagens naturais.  Nossa previsão é viajar em comboio, com um orçamento aproximado de até 1100€ por pessoa. Tratamos o alojamento por conta própria, por isso não precisamos de recomendações de hotéis ou resorts.  Gostaríamos de saber se há alg
192|A - Natureza & Aventura|True|True|"Estou a procurar uma sugestão de rota para uma viagem de 3 dias a Setúbal com um grupo de 3 pessoas. Estamos a ir em transportes públicos e o nosso orçamento aproximado é de até 10€ por pessoa. Gostaríamos de explorar a natureza de Setúbal, fazer atividades ao ar livre e desportivas, como trilhos e caminhadas. Além disso, temos crianças no grupo e gostaríamos de encontrar lugares seguros e divertidos para elas. Se tiver alguma sugestão de rota para nós, ficaríamos muito agradecidos!"
262|A - Natureza & Aventura|False|True|Olá, estou a planeiar uma viagem de 9 dias com o meu grupo de amigos e gostaria de saber se pode me ajudar a criar uma rota para aproveitar ao máximo a região.  Partimos de Leiria e vamos passar por Angra do Heroísmo, com um orçamento aproximado de até 30€ por pessoa. Pretendemos explorar a natureza, fazer trilhos, desporto ao ar livre e disfrutar de paisagens naturais.  O nosso transporte preferido é o de autocarro público, e estamos dispostos a dormir em alojamentos caseiros ou hospedagens simples para manter os custos baixos. Algu
17|A - Natureza & Aventura|False|False|Olá, estou a planejar uma viagem de 12 dias com o meu grupo de amigos em Horta, em Portugal, e gostaria de saber se alguém pode me ajudar com sugestões de rota. Estamos a viagem de carro, com um orçamento aproximado de 1260€ por pessoa, o que nos permite escolher atividades e acomodações de alto padrão. Temos crianças com a gente e algumas pessoas com mobilidade reduzida, então é importante que as atividades sejam acessíveis e fáceis de realizar. Gostaríamos de explorar a natureza, fazer trilhos, desporto ao ar livre e desfr
93|A - Natureza & Aventura|False|False|Olá, estou a planeiar uma viagem de 14 dias para o Portalegre com o meu grupo e precisamos de algumas sugestões de rota. Viajamos de transporte público e temos um orçamento aproximado de até 315€. Somos um grupo de amigos e estamos ansiosos por explorar a natureza e desfrutar de atividades ao ar livre, como trilhos e paisagens naturais. Alguns dos nossos membros têm mobilidade reduzida, então precisamos de caminhos acessíveis e áreas de descanso. Viajamos com crianças, então também gostaríamos de encontrar locais adequados para elas. Qual é
43|A - Natureza & Aventura|True|False|"Estou a planear uma viagem de 7 dias para Aveiro com um grupo de 2 pessoas. Temos crianças e pessoas com mobilidade reduzida no grupo, por isso estamos a procurar atividades adaptadas. Estamos interessados em explorar a natureza, fazer trilhos e desportos ao ar livre. O nosso orçamento é alto, até 1170€ por pessoa, e vamos a pé. Não precisamos de sugestões de refeições, apenas uma rota de aventura que nos permita aproveitar ao máximo a beleza de Aveiro. Quais são as suas sugestões para nos fazer um passeio inesquecível?"
250|A - Natureza & Aventura|True|True|"Há uns dias que estou a planear uma viagem de 10 dias para Lisboa com os meus amigos e estamos a procurar sugestões de rota. Estamos a pensar em aproveitar a natureza e a aventura que a região tem a oferecer. Queremos fazer trilhos, explorar paisagens naturais e desfrutar de atividades ao ar livre, como escalada e canoagem.  O nosso orçamento é muito alto, até 2750€, pelo que não temos problemas em investir em transporte, acomodação e atividades. Preferimos viajar de comboio, então uma sugestão de rota com esta opção seria ideal
135|A - Natureza & Aventura|True|False|"Olá! Pretendemos fazer uma viagem de 21 dias a partir de Porto Santo, com uma paragem em Horta. Somos um grupo com 2 pessoas e temos crianças conosco, então precisamos de sugestões de rota que sejam seguras para elas. Nós gostamos de natureza, aventura e desporto ao ar livre, então gostaríamos de percorrer trilhos e aproveitar paisagens naturais incríveis. O nosso orçamento é até 1710€ por pessoa, então podemos investir em transporte e acomodações de alta qualidade. Como gostaríamos de viajar de comboio, por favor, sugest
88|A - Natureza & Aventura|False|False|Estamos planeando uma viagem de 1 dia a Bragança, em Portugal, e estamos à procura de sugestões de rota para um grupo de 4 pessoas. Nós gostaríamos de explorar a natureza e a aventura no meio da cidade. Estamos preparados para caminhar a pé e estamos dispostos a gastar até 684€ de orçamento. A nossa preferência é visitar trilhos e paisagens naturais que sejam adequadas para crianças. Além disso, estamos preparados para cuidar do alojamento por conta própria. Podem sugerir-nos alguma rota que se encaixe nestes critéri
